userName,score,at,content
beny vito,5,10/20/2023 22:01,"Update tgl 20 oktober 2023 ini bagus, jelas dan ringan good, joss dan top👍🏻 5 bintang Update tidak bagus, tidak jelas font nya kecil2, tidak informatif, berat loadingnya, salah ini inovasi ini, yg versi lama sudah bagus, ringan dan jelas font nya serta ringan eee upgrade nalah jelek"
Sally Bertha Belinda,2,10/19/2023 8:43,"Untuk kuota yang diberi lumayan harga cukup worth it, saat sesudah update mytelkomsel gatau kenapa ga bisa aktivasi paket roaming, ini saya sebelum pergi ke singapura mau beli paket tapi ga bisa, karena alasan ""nomor anda sudah kadaluarsa atau sedang meningkatkan layanan"" padahal ga kenapa-napa, nomor juga samapi tanggal 13 desember. Mengecewakan sekali"
Kiki Silvi,1,10/26/2023 17:29,Zoonkk parahh... Kurang lebih hmpir 1 bulan ni aplikasi gak bisa di buka. Setiap mau buka aplikasi tiba tiba kluar sendiri gitu terus. Rating semakin menurun
musaddad hasibuan,1,10/20/2023 9:02,"Setelah diperbaharui makin gak nyaman dengan aplikasi sekarang.. Selalu keluar kalau di buka apa kita pengguna harus beli hp spek tinggi baru bisa pakai aplikasi ini!!!! Gak ah gak minat lagi pakai aplikasi ini auto uninstal dan gak mau lagi pakai kartu telkomsel.. Udah paketan mahal,di buat susah lagi mau buka aplikasi untuk beli paketan mahalnya.. Gak puaslah pokoknya."
Arthur Kaligis,1,10/27/2023 12:38,"Saya langganan netflix pake my telkomsel. Bulan ini saya sudah bayar, pulsa saya udah dipotong sesuai biaya langganan dan muncul sms notif bahwa langganan netflix saya sudah diperpanjang. Ketika saya buka apk netflix, muncul pemberitahuan 'akun anda ditangguhkan' yang berarti masih belum dibayar. Ada apa ini Telkomsel, kalian harus tanggung jawab duit saya hilang gitu aja!"
Inda Yanti,1,10/29/2023 15:25,"Aplikasi makin nge-lag. Hal-hal gak penting diperbagus, akhirnya lag dan sulit digunakan. Tolong dipermudah. Bagus boleh, tapi jangan berlebihan kek gini sampai gak nyaman dipake."
Jana Sujana,4,10/26/2023 10:47,"Sangat bagus dan sangat membantu. Hanya sayangnya ketika kehabisan paket data, tidak berguna lagi. Padahal fungsi utamanya adalah memudahkan bagi pelanggan yang butuh pillihan paket yang sesuai dengan sikon pelanggan."
Andini Rizki ramadhani,2,10/26/2023 8:50,"bagus banget ini aplikasi, terus dikembangkan dan di pertahankan yaa, sekarang udh ada reward nya kerennnn🥰 Agustus 2022 saya emang nulis gini👆 Tapi semenjak versinya di update aplikasi jadi lemot, ga bagus juga tampilannya. Lebih suka yg sebelumnya. Jadi rating saya turunkan."
naga nata,2,10/29/2023 9:49,"Gk tau kenapa, sinyal telkomsel down udh ada 2 minggu kayak nya,. Sebelumnya paling gada 1 hari udh normal lg Tolong di perbaiki *untuk apk nya, jujur sangat berat (hanya sekedar cek quota, udh keluar dari fungsi utama apk ini)"
dody yuniar,5,10/22/2023 23:14,"Apk semakin berat padahal ram HP saya 8gb, coba grafisnya di perkecil. Buat minimalis tapi trendi. Tolong pertimbangkan masukan dari pengguna. Terima kasih."
hadi suprianto,1,10/21/2023 10:17,"Paket yang ditawarkan terlalu mahal...dan juga tidak ada combo sakti perbulannya yang murah lagi... makin lama makin nggak jelas Telkomsel... udah jaringan nya sering eror di tambah lagi paket yang juga sangat mahal... kalau dulu masih bagus Telkomsel banyak harga paket yang murah dan banyak promo nya dengan harga yang terjangkau... sekarang udah sangat mahal,jaringan juga gak bagus... kebanyakan bug nya..."
I R,1,10/25/2023 21:08,"Selamat malam, saya td baru update tp aplikasi langsung tidak bisa di buka. Kalo tidak di update selalu ada pemberitahuan untuk update terus. Minta tolong untuk aplikasi nya di buat seringan mungkin, agar tidak logout sendiri/ tidak bisa di buka. Terimakasih"
Ditya Wardhana,1,10/28/2023 9:14,"Pembelian tidak bisa dilakukan dikarenakan alasan ""gangguan"" padahal saldo sudah pas dan beberapa menit sebelumnya sudah melakukan transaksi, dan transaksi tersebut aman saja dan pembelian berikutnya jadi tidak bisa. Mengecewakan dan saya kasih bintang 1"
Rizky Chairunnisyah,1,10/28/2023 20:48,"Buruk sekali pelayanan di my Telkomsel, lemot kali aplikasi nya. Selalu minta update, tapi tidak ada perkembangan yg bagus, malah semakin buruk.. tolong dipertimbangkan secara bagus, ini pengguna nya banyak. Tolonglaa dipermudah jgn dipersulit"
Ramadhan Ar,1,10/27/2023 12:09,"jaringan TELKOMSEL sekarang sangat jelek! loading nya lama. makin tidak nyaman pakai telkomsel. paket datanya aja yg mahal,tapi jaringan/signalnya sangat jelek/lemot!! Tolong donk perbaiki jaringan! Kenapa sering eror."
Erlia Ika Rahmawati,2,10/23/2023 10:56,"Telkomsel ini bikin orang ga sengaja ngeklik paket darurat. Kalo orang ga baca dan asal ngeklik aja pasti bakalan ketipu. Saya sudah beberapa kali dapat tagihan pulsa pdhl saya merasa tidak hutang pulsa. Ternyata setelah diselidiki setiap saya buka berita di fb ada tawaran pembelian paket darurat, dan bodohnya saya asal ngeklik aja...kemudian setiap saya isi pulsa langsung tersedot oleh tsel. Hati² gess..baca dg cermat apapun itu."
Evan Bae,1,10/24/2023 13:16,"Setelah di update menu belanja dan pilihan daftar harga paket susah dibuka dan hanya loading saja jadi agak susah mau lihat harga paket. Mohon diperbaiki, terimakasih!"
Asvrn,3,10/27/2023 2:20,"Aplikasi force close setelah update (Bintang 1) Edit: 1. Dua hari setelah ulasan ini, aplikasi tidak kompatibel dengan perangkat 2. Kemarin dapat update, aplikasi bisa digunakan. Tetapi sayangnya check in terlewati sehingga tidak bisa memenuhi total seluruh stamp (Bintang 3 dulu) Saran: 1. Aplikasi MyTelkomsel Lite bisa check in dan mengumpulkan stamp"
Nunung Husnul Khotimah,2,10/27/2023 10:08,"Sungguh harus punya keaabaran tinggi make aplikasi ini..lemot parrrrrrah parah parah.. Ngisi pulsa tp di aplikasi kagak masuk, padahal sudah ada notifikasi sms kalo nomer hape sudah terisi.. Mau make aplikasi nunggu berhari2 pagi siang malam buat nyobain apa udah bisa dibuka belum, belum juga ternyata, parah"
stev tensai,1,10/26/2023 15:01,"Kecewa harga naik terus, sinyal boro² kenceng, paket omg mahal setan, unlimited lemot parah, langganan bertaun² rela beli paket mahal, ga kalian tunjang dengan kualitas sinyal yg kenceng..Ga bisa beli kuota pula, pake pembayaran sopipay/gopay, ga bisa di hubungkan ke aplikasi langsung, mau buka aplikasi pun susah bgt.. RIP sinyal indonesia"
Mangidan,5,10/18/2023 7:24,saya suka...tp mengapa ada perbedaan setiap kartu telkomsel dalam pembelian paket...?tolong di seragam kan semua lah...masa ada yg 50 gb 100k ada yg 27 gb 90k...sementara kartu yg sy gunakan kode area sama dengan teman saya tp ko bisa beda di app nya dan juga di *363# juga beda
Sari Septriyani,1,10/21/2023 13:59,"Halooo, ini kenapa yaaa semenjak diupdate app nya jadi nge frame parah??? Gatau kenapa beranda nya itu nge frame gajelas, masih bisa di geser cuman nge frame parah, tapi klu diganti ke beli paket contohnya, ga tegang² lgi diaa, cuman di beranda aja kek gtu, tolong donk app nyaaa. Terimakasih"
Alifah mutiara putri Putri,1,10/29/2023 0:04,"Ini,knp jaringannya,selalu hilang,kadang muncul ,kadang tidak,tolong perbaiki lagi,rating bintang satu, jgn cuman mementingkan update ,main game saja, jaringannya suka hilang, hadeuh,"
Subur RA,3,10/23/2023 18:48,"Turun Bintang !! Keluhan : Untuk Aplikasi Agak Berat dari versi sebelumnya, Terdapat Bug, Ketika Isi Kuota Total Kuota Tidak Ada Di My Telkomsel, Alias Kuota 0 GB. Internet Juga Tidak Berjalan Langsung, Harus Nunggu Beberapa Menit sekitar 30 Menit Setelah Isi Kuota, Baru Bisa Internetan!!!"
Samuel De Klerek,5,10/23/2023 11:53,"Sangat terbaik dalam perluasan pelayanan signal diseluruh Indonesia,walaupun belum mencangkup sepenuhnya daerah daerah terpencil,tetapi setidaknya di seluruh wilayah terluar terpencil sudah bisa menikmati layanan nya,saran saya agar Telkomsel lebih meniggkatkan pelayanan khususnya jaringan internet di pedesaan,jaringan telpon nya bagus cuman layanan internet nya tidak stabil,alias kurang kecepatannya lelet.itu yg harus di perhatikan,salam sehat selalu dari Anak bagian timur INDONESIA MALUKU"
Oday DDay,1,10/26/2023 20:40,"untuk update sekarang app nya jadi berat , & ini bisa di katakan downgrade bukan update , kalau update seharusnya menjadi lebih baik dari sebelum nya dan koneksi server nya tolong di perbaiki lagi saya main game online sering lag"
Ridwan Ensans,1,10/28/2023 16:14,Percuma UI (User Interface) nya dibuat estetik2an kalo sangat berat bikin lemot. Bikin pengalaman UX nya jadi cacat. Bintang 1.
Badi Montenegro,2,10/28/2023 12:43,Ini ada apa sih?? Isi pulsa sampe 2x 50rb buat paket udah dapat SMS klu pulsanya masuk tapi d app my Telkomsel ga berubah malah paket yg sblm nya udah habis masih muncul trs! Aku uninstal trs instal ulang jg sama aja.. Mahal doank tapi lemot bgt!
Pengguna Google,1,10/21/2023 21:47,Ini gimana yaa untuk penggunaan paket youtubenya? Kok waktu ngeplay youtube bukan paket youtubenya yg kesedot malah paket utamanya yang kesedot. Sia2 banget tiap kali isi pulsa selalu terbuang percuma di paket youtube yg gak bisa dipakai Udah gitu aplikasinya juga jadi lemot banget setelah di update
Aminasir,1,10/20/2023 5:29,"Buka aplikasi, akun suka keluar sendiri. Pas mau login lagi harus klik link lewat sms. Namun smsnya lama banget dikirim. Paling cepat setengah jam sms linknya masuk. Udah keburu kadaluarsa."
Dewi Delvi,1,10/29/2023 17:27,"Kalau bisa tambahin fitur buat paket darurat, kadang aktif sendiri kalau bisa sms wa di aplikasi ini ada permintaan persetujuan apakah ingin mengaktifkan paket darurat atau tidak, kalau udah ada fitur nya baru bintang 5, terimakasih"
Tsu Asu,1,10/28/2023 12:40,"Dibuka malah terkeluar sendiri, sebelumnya tidak begini. Saya sudah coba semua cara dan liat tutorial langsung dari web Telkomsel tapi tidak ada satupun yang berhasil. Mending di balikin ke versi lama aja deh bg, lebih bagus."
Neng_ Aiy,4,10/26/2023 7:40,"Reward tier untuk transaksi 3 bln ada masalah apa siih....?! Terakhir kmren sisa 10 rb sekian untuk klaim Reward nya trus pas aku isi pulsa dengan nominal diatas bahkan lebih 2x lipat pun gk dikelola dgn baik?! Malah masih tersisa 6.100 rp sekian, dihitung cmn 3.000 sj?? Padahal Rewardnya sudah ditunggu"" tpi gk dikelola dgn baik.... Sudah kejadian keberapa kali dh😒😭"
RAMSES,2,10/26/2023 21:29,"Buka aplikasi sulit luarbiasa Cek status pakai 888 juga sulit Ada pesan ""status nomor kamu hangus, segera hub.*888*89# untuk reaktivasi Setelah dihubungi pesan muncul sama lagi Masa aktif kartu 1 tahun lagi, kok sudah ada pesan nomor hangus?"
Anisha Lisa,1,10/22/2023 11:21,"Dipapua pedalaman, semua vouchermu tidak berguna, jadi jika bisa poin poin yang terkumpul sebaiknya bisa digunakan untuk ditukar dengan pulsa atau internet, dipapua pedalaman adanya kios kecil dan imut imut mana mau ditukar pake voucher"
Buldani Bundani,4,10/21/2023 13:50,Bagus aplikasinya muda untuk membeli paket yg kita mau...tapi kendala nya paketnya habis nngak bisa di buka lagi...padahal masa aktip masih hidup...tolong yaa kalau masa aktip nya masih hidup itu bisa di buka aplikasinya..agar mempermuda beli paket Lg..walau pun kuota nya suda habis...
[캬앙놀란]KyaangNolan,1,10/21/2023 9:26,"Mohon maaf sejak pembaruan aplikasi, ini kok saya mau payment pakai shopeepay gak bisa langsung masuk aplikasi shopee malah diarahkan ke browser, padahal tanggal 12 Juli masih bisa melakukan payment pakai shopeepay, tgl 7 agustus kemarin udh komplain + udh di cek ini itu sama cs nya pas komplain lewat ig, smpe skrg masih blm bisa payment via shopeepay.. gregetiinn iiihhhh"
Michael Leonardo,1,10/27/2023 21:13,"Aplikasi busuk, mo beli paket susah banget. Setiap hari kesalahan sistem kalo mau login. Udahlah bubarin aja, harga doang mahal tapi koneksi dan layanan nya ga sebanding dengan harga."
Sonno Ayoe,1,10/19/2023 12:32,"Aplikasinya bagus, hanya saja setiap saya daftar paket internet dan berhasil, tp selalu saja yg kesedot pulsa reguler duluan, lalu setelah pulsa reguler habis, baru bisa kepakai paket internet td. Licik banget yaa,"
Rayden,1,10/26/2023 14:57,"Sinyalnya internetnya sering error, apalaginkl malam minggu, kuota berlimpah tapi ga bisa ngapa ngapain. Buka apapun cm mutar muter doang. Udah ga niat jd provider yg baik ???? Ga papa sih.. paling ntr lada pindah semua. Dan yg ini jadi yg kedua."
Bangun D Prakoso,1,10/22/2023 11:56,"Beratnya aplikasi ini. Emang harus Snapdragon 8 gen 2 biar bisa lancar pakai aplikasi pengecek pulsa? Parah sih. Aplikasi nggak begitu penting tapi bikin hp panas, mau heran tapi telkomsel. Mau seburuk apapun tetap provider terbaik di Indonesia."
Wons Design,1,10/24/2023 3:52,"Lagi lagi soal pulsa kepotong padahal udah ada SMS paket aktif. Eh pas ngaktifin koneksi, Pulsanya dulu disedot. My Telkomsel oh my Telkomsel. Paket udah mahal masih aja ga optimal, mana makin berat. HP ram 8 masa matah² sih."
Luvy Radovick,2,10/26/2023 2:58,Setelah update kenapa setiap nonton youtube internet utama yang terpakai kuota omg nonton sama youtubenya sama sekali tidak terpakai. Udah beberapa kali beli paketan sampai puluhan gb sampai kadaluarsa paket youtubenya tidak terpakai sama sekali mana paketannya pada mahal. Mohon kepada TELKOMSEL segera di perbaiki lagi biar pengguna TELKOMSEL tidak merasa rugi
Rayna Aldy09,1,10/27/2023 21:35,"Makin sini tampilan makin baik tapi sinyal makin buruk , kami butuh sinyal bukan butuh tampilan aplikasi elegant , yang di upgrade itu bukan aplikasinya tapi sinyal nya , Karna ada harga ada kualitas , ini harga mahal sinyal lemot"
Elizabeth Rismayanthi,1,10/28/2023 15:35,"Skrg dah gak bagus,,d sruh update,udah update malah tambah lemot.. D uninstall, download ulang juga gtu,trus sering ngebug,keluar keluar sndri,masuk k branda aja blm udah keluar.. Nyebelin banget dah"
Ahmad Khoiry,3,10/28/2023 17:43,"Susah banget masuk ni aplikasi, selalu ""Oops, terjadi kesalahan"" terus ngeblank aja ga kebuka apa-apa. Masa ini aplikasi jaya lebih berat dari Mobile Legends, snap 855+ ram 6gb masih belum cukup kah buat load ini aplikasi?"
Prapto Nurcahyo,5,10/27/2023 22:05,"Fitur jaga pulsa sangat mantap, saat lupa paket data habis akan otomatis memutus jaringan internet walaupun kita tidak mematikan jaringan data. Memudahkan untuk cek segala kebutuhan kartu. Bintang 10 ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️"
Siti Zaidah,1,10/19/2023 3:16,"Semakin lama sinyal jelek. Walau sinyal 4g tetep gak konek. Apa lagi sekarang sudah beli paket, paketnya sudah aktif tapi, pulsa tetep kemakan."
arif putra bumi,1,10/20/2023 9:53,"Beli pulsa 20rb skrg cm penambahan aktif sehari 😏🥴🤬Jaringan sering error' ilang teros. Ruwet Apk aja update tros. Sinyal jaringan malah lemot. Buka aplikasi pasti minta verikasi teros. Perbaiki jaringan juga sinyalnya. Parah parah parah. Mending pindah provider aja klu gini teros,,,pasti balesan hubungi via Twitter,Instagram. Mana ada perbaikan jaringan 🤬😡"
SKY Blue Eyes,1,10/18/2023 20:39,"kuota boros,jaringan ngilang ngilangan terus,paket mahal boros lagi,cmn buka YouTube 30 menit aja langsung abis 1GB,tolong dong operator di kondisikan lah,saya udah pakai Telkomsel tuh lama,baru kali ini makin ga jelas,beli yang seminggu ga boros giliran beli yang 1 bln 48GB combo sakti 10 hari udah habis,paket aplikasi nya lemot ANEH"
Annisahaq Ismiaziz,2,10/25/2023 9:14,"Ini knp setelah di update malah gk bisa dibuka apk nya? Padahal udh banyak dapet poin karena sering transaksi, level jg udh gold, gimana ini solusinya?"
Bang Yanis,3,10/21/2023 2:11,"App my telkomsel lag parah, kebanyakan event2 tdk pntg, seperti jelajah nusantara. Apa kalau kita akses app nya pkek jaringan telkomsel sendiri yang saat ini parah banget, hampir tidak mau jalan mytelkomsel nya."
Xombers,1,10/24/2023 13:21,"Tolong diperbaiki, lag di galaxy A51 android 13 setelah update. Sudah di clear memory, data dan login ulang, tetap lag. Di halaman daftar paket lancar."
Ni Putu Ayu Wiarni Susanthi,1,10/24/2023 9:53,"Kecewa dengan paket telkomsel. Paket sering include sms sehingga harga lebih mahal. Paket internet combo spesial ada paket internet dan aplikasi, tapi yg dipakai paket internet terlebih dahulu. Sehingga saat paket internet habis, hanya tersisa paket aplikasi tertentu dan mau tidak mau pelanggan akan membeli paket internet kembali."
Andana dwi putarnto,1,10/23/2023 6:53,"tampilannya gak usah di buat aneh aneh klo gak mampu buat aplikasi , susah bet loading buat beli pulsa dan paket, padahal pake wifi rumah dan hape gw gak murah cuma buat jalanin aplikasi beli pulsa tapi gaje susah di pakenya.padahal dulu lancar 2 aja abis update kok malah kemunduran gini"
An Sa,2,10/29/2023 20:40,"Tolong khusus untuk kuota harian terutama yang hanya berlaku 1 hari, masa berlaku nya di perbaiki lagi lah masa belinya siang cuman berlaku sampe malam jam 12, padahal klo di hitung ga nyampe 24 jam udh habis masa berlakunya...."
Kristin Noviane,1,10/26/2023 22:34,"Telkomsel apa2an nih, nomor aku masa aktifnya masih panjang pulsanya'pun masih ada tapi tiba2 dinyatakan hangus, gak bisa akses my telkomsel, gak bisa nelepon call center, gak bisa akses *888*89# juga, maunya apa sih? Aku coba nelepon call center dari hp suami supaya bisa ngomong ke operatornya, 2x nelepon katanya operator lagi sibuk tapi pulsa udah dipotong, harusnya kalau gak bisa ngomong sama operatornya PULSA JANGAN DIPOTONG! Not good seriusan.."
ZEON FF,1,10/24/2023 22:14,"Paket internet super mahal banget mending pakai kartu yang lain aja seperti tri xl lebih murah dan tidak ada kendala nya, saran kalo bisa paket internet nya lebih murah saya jamin yang pakai lebih banyak lagi. INTERNET MAHAL"
